t_s,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps
16.339,-0.1158,-0.2633,0.7551,-18.35,2.2,-8.54
16.359,-0.1075,-0.2787,0.7934,-9.88,14.82,-6.77
16.379,-0.1479,-0.2351,0.8788,0.85,18.66,2.99
16.399,-0.1711,-0.2675,0.8755,-7.74,2.01,4.09
16.419,-0.1669,-0.3036,0.7902,-9.88,3.96,6.89
16.439,-0.1931,-0.3414,0.72,1.4,-6.04,-0.55
16.459,-0.1804,-0.3318,0.8745,21.59,-0.98,1.4
16.479,-0.1725,-0.3168,0.9072,17.74,-3.29,4.88
16.499,-0.2209,-0.2875,0.9933,15.12,-5.67,9.57
16.519,-0.2811,-0.2678,1.0258,19.27,-8.6,8.11
16.539,-0.2599,-0.2717,1.0544,13.48,-13.78,4.27
16.559,-0.2207,-0.2524,0.9899,3.66,-18.23,-1.16
16.579,-0.145,-0.2493,0.9323,-3.41,-18.29,-4.51
16.599,-0.1155,-0.2396,0.8834,-0.24,-9.21,-4.45
16.619,-0.1311,-0.2427,0.9191,9.21,-0.43,-2.74
16.639,-0.1473,-0.2506,0.9567,14.02,-0.12,0.06
16.659,-0.1653,-0.2593,0.9617,11.59,-9.39,3.6
16.679,-0.1924,-0.256,0.9701,11.04,-14.45,4.33
16.699,-0.1981,-0.2432,0.9719,14.63,-17.13,1.22
16.719,-0.1635,-0.2745,0.9857,13.29,-10.61,1.65
16.739,-0.1642,-0.2721,1.016,15.12,-6.4,1.1
16.759,-0.1401,-0.254,1.035,9.27,-6.16,-0.79
16.779,-0.1337,-0.2352,0.9923,3.23,-6.1,0.3
16.799,-0.1291,-0.2362,0.9413,3.41,-8.23,-2.07
16.819,-0.1224,-0.2133,0.9374,12.62,-1.89,-1.77
16.839,-0.129,-0.1969,0.9786,19.21,-1.89,-0.98
16.859,-0.0803,-0.2081,0.9919,14.57,-6.28,0.37
16.879,-0.0895,-0.201,0.9753,8.48,-3.96,5.06
16.899,-0.1422,-0.1826,0.9256,8.41,-6.83,4.76
16.919,-0.1685,-0.2056,0.9982,23.96,-3.9,4.39
16.939,-0.1805,-0.2225,1.08,26.95,-2.2,4.45
16.959,-0.1555,-0.2113,1.0821,17.26,-8.11,3.41
16.979,-0.1343,-0.1792,1.0696,8.66,-8.17,6.04
16.999,-0.1631,-0.1568,1.0317,1.52,-10.37,6.1
17.019,-0.1345,-0.1555,0.9562,1.28,-13.9,-2.13
17.039,-0.1041,-0.1579,0.9353,8.17,-4.33,-4.51
17.059,-0.078,-0.1561,1.0079,15.85,-0.24,-4.21
17.079,-0.0881,-0.1672,0.9957,7.07,-7.74,-2.87
17.099,-0.0949,-0.173,0.979,7.01,-9.7,1.83
17.119,-0.1299,-0.1893,1.0067,12.87,-7.32,4.76
17.139,-0.106,-0.171,1.0013,13.29,-13.54,0.91
17.159,-0.1017,-0.1538,1.0491,14.57,-8.72,0.37
17.179,-0.1118,-0.1411,1.0787,14.94,-5.79,0.79
17.199,-0.127,-0.1252,1.1028,8.54,-4.57,1.22
17.219,-0.1329,-0.125,1.0593,4.15,-7.32,-1.71
17.239,-0.096,-0.1282,1.055,6.34,-5.37,-3.48
17.259,-0.0571,-0.134,1.0227,1.28,-6.83,-4.15
17.279,-0.0471,-0.1241,0.9597,-2.74,-9.39,-2.68
17.299,-0.0508,-0.1336,0.96,4.33,-6.59,0.43
17.319,-0.0319,-0.1329,0.948,4.21,-8.66,1.83
17.339,-0.0334,-0.1525,0.9385,6.71,-7.74,3.72
17.359,-0.0616,-0.1359,0.9384,6.65,-5.0,7.5
17.379,-0.0921,-0.1357,0.9903,13.78,-1.77,8.11
17.399,-0.1169,-0.1191,1.0184,13.23,-5.24,6.04
17.419,-0.0976,-0.1212,1.0121,12.07,-7.32,4.76
17.439,-0.1281,-0.1061,1.0485,14.21,-2.44,5.12
17.459,-0.1536,-0.0877,1.0957,14.15,-4.21,3.6
17.479,-0.1262,-0.1012,1.0909,4.09,-14.76,-2.2
17.499,-0.0958,-0.1206,1.0139,-7.87,-16.4,-3.41
17.519,-0.092,-0.1138,0.9788,-3.9,-10.91,-6.46
17.539,-0.0365,-0.1072,0.9993,0.06,-8.23,-8.84
17.559,-0.0474,-0.1039,1.0172,-2.68,-8.23,-6.16
17.579,-0.0591,-0.1025,0.9861,-8.66,-13.6,-7.32
17.599,-0.0652,-0.1063,0.9511,-4.51,-14.09,-8.6
17.619,-0.0448,-0.1151,1.0051,9.09,-8.05,-7.44
17.639,-0.0184,-0.0976,1.0262,10.12,-9.82,-5.06
17.659,-0.0165,-0.0978,1.0387,7.8,-11.4,0.91
17.679,-0.0515,-0.0911,1.053,5.79,-13.41,4.09
17.699,-0.0636,-0.0981,1.0191,3.05,-16.04,-1.22
17.719,-0.0306,-0.0996,1.0243,7.38,-7.07,-6.71
17.739,-0.0208,-0.1046,1.0256,7.26,-2.32,-7.56
17.759,0.0003,-0.0959,1.0621,8.17,-4.51,-4.57
17.779,0.0077,-0.0986,1.0845,3.9,-7.07,-1.46
17.799,0.0098,-0.0847,1.0107,-5.24,-9.63,0.37
17.819,-0.0005,-0.085,0.9892,0.98,-5.06,0.73
17.839,-0.0134,-0.089,1.0002,7.32,-2.26,-0.12
17.859,-0.0001,-0.0908,1.036,9.09,-4.21,-0.55
17.879,0.0209,-0.1058,1.0632,2.62,-6.16,2.99
17.899,-0.0239,-0.0916,0.9922,-9.09,-10.0,7.5
17.919,-0.0347,-0.0936,0.9734,-0.06,-8.84,4.27
17.939,-0.0518,-0.1006,0.9827,3.41,-6.4,0.49
17.959,-0.0273,-0.1066,1.0012,4.39,-5.79,-1.83
17.979,-0.0098,-0.1041,0.9856,-0.98,-7.38,-1.04
17.999,0.0188,-0.0698,0.9271,-8.78,-9.82,-1.77
18.019,0.0144,-0.0696,0.9139,3.72,-3.84,-3.66
18.039,0.0081,-0.0588,1.0175,20.73,4.51,-0.43
18.059,-0.008,-0.0806,1.082,18.23,-2.38,-0.3
18.079,-0.0424,-0.0673,1.0513,3.54,-10.85,0.37
18.099,-0.0652,-0.0686,1.055,8.78,-5.18,-0.06
18.119,-0.0391,-0.048,1.0452,9.7,-4.21,-3.9
18.139,-0.0023,-0.0526,1.0598,8.84,-6.28,-6.22
18.159,0.0233,-0.0591,1.0294,2.5,-6.4,-7.62
18.179,0.0369,-0.0348,0.9679,-2.2,-7.07,-5.85
18.199,0.0254,-0.04,1.0184,13.35,2.8,-3.05
18.219,0.0042,-0.0431,1.0637,14.27,-0.49,-2.99
18.239,0.0292,-0.0486,1.0316,3.05,-10.24,-4.39
18.259,0.0107,-0.0295,1.0562,5.67,-3.23,-0.85
18.279,-0.0004,-0.0383,1.0475,4.57,-4.57,-2.44
18.299,0.0248,-0.0522,1.0284,2.5,-6.71,-3.05
18.319,0.0195,-0.0611,1.0258,3.11,-5.55,-1.22
18.339,0.0172,-0.0557,1.001,-0.67,-5.79,-2.74
18.359,0.0182,-0.046,1.0035,1.46,-3.9,-3.11
18.379,0.0172,-0.038,1.0252,6.83,-2.5,-5.12
18.399,0.051,-0.0391,1.0425,4.45,-2.5,-4.88
18.419,0.0674,-0.0314,1.0212,-1.83,-4.27,-1.16
18.439,0.0321,-0.0161,0.9899,-2.5,-8.29,0.43
18.459,0.0385,-0.0261,1.014,8.11,-4.88,-1.22
18.479,0.046,-0.0385,1.0624,6.65,-3.11,-0.98
18.499,0.0521,-0.03,1.0379,-4.45,-6.1,0.0
18.519,0.0569,-0.018,0.9892,-3.41,-4.09,-2.13
18.539,0.0692,-0.0379,1.0211,7.38,2.99,-0.73
18.559,0.0603,-0.0338,1.0392,2.32,0.06,3.78
18.579,0.0419,-0.0488,0.999,-0.67,-3.9,5.12
18.599,0.0226,-0.0333,1.0113,1.89,-0.85,5.73
18.619,0.0181,-0.0342,1.0053,3.84,-2.56,1.34
18.639,0.0199,-0.0375,1.0436,5.61,2.01,1.34
18.659,0.021,-0.0352,1.0314,0.61,1.83,1.89
18.679,0.0427,-0.0314,1.0213,-3.17,-2.74,2.13
18.699,0.0308,-0.0272,1.0192,-2.2,-3.6,2.32
18.719,0.051,-0.0282,1.0142,-0.37,-5.79,0.24
18.739,0.0502,-0.0346,0.9929,0.18,-5.43,2.07
18.759,0.0504,-0.0276,0.9903,1.1,-4.27,1.71
18.779,0.0804,-0.028,1.021,3.41,0.85,2.87
18.799,0.0564,-0.007,1.0542,-0.24,4.57,6.71
18.819,0.0598,0.0029,0.994,-7.56,-3.54,3.17
18.839,0.0587,-0.0223,0.9858,0.24,1.71,4.39
18.859,0.0175,-0.0287,1.0119,3.72,5.12,5.37
18.879,0.0352,-0.0339,1.0392,0.79,0.06,2.62
18.899,0.0364,-0.0405,1.015,-3.78,-0.24,4.45
18.919,0.0309,-0.0252,1.0005,-5.37,0.12,5.12
18.939,0.0284,-0.0268,0.9861,1.4,-0.85,0.79
18.959,0.0625,-0.038,1.0092,5.85,-0.37,1.16
18.979,0.0258,-0.0327,1.0608,6.16,-1.28,5.06
18.999,0.0132,-0.0281,1.0224,-5.67,-7.68,1.46
19.019,0.0348,-0.0146,0.9678,-5.55,0.55,-0.98
19.039,0.0596,-0.0267,1.0012,6.34,5.18,-0.91
19.059,0.0388,-0.0247,1.0223,3.48,0.3,3.05
19.079,0.0153,-0.0311,1.0106,-1.22,-2.56,2.87
19.099,0.0245,-0.0226,0.9675,-6.1,-2.74,1.46
19.119,0.0248,-0.0093,0.9553,0.61,0.91,1.28
19.139,0.0526,-0.0043,1.0089,9.21,1.65,-1.52
19.159,0.0482,-0.0264,1.0673,4.51,-0.98,0.12
19.179,0.0443,-0.0208,1.0284,-6.71,-9.7,0.91
19.199,0.015,-0.0073,0.9981,-4.21,-5.43,1.95
19.219,0.0211,-0.0204,1.0278,5.06,0.91,-1.04
19.239,0.0247,-0.032,1.049,2.74,1.34,0.61
19.259,0.0234,-0.0255,1.0101,-4.94,-1.46,0.55
19.279,0.0455,-0.0189,0.9714,-6.22,-3.6,-0.43
19.299,0.0463,-0.0103,1.0154,-1.16,-2.44,-0.49
19.319,0.0692,0.0002,1.0345,-6.28,-8.35,-0.85
19.339,0.0755,-0.0253,0.9807,-8.78,-5.43,0.85
19.359,0.0612,-0.0324,0.9874,-2.32,1.04,0.98
19.379,0.0586,-0.0156,1.0038,-0.43,-3.11,1.71
19.399,0.066,-0.0252,1.0135,4.02,-5.43,0.98
19.419,0.0452,-0.028,1.0185,2.2,-1.95,2.44
19.439,0.0417,-0.0441,1.0396,0.18,3.6,2.38
19.459,0.0189,-0.0328,1.0215,-6.46,1.59,1.4
19.479,0.0406,-0.0213,0.9779,-5.43,-1.16,-0.61
19.499,0.0499,-0.0212,0.9894,4.21,0.24,0.18
19.519,0.056,-0.0344,1.0339,2.32,0.43,1.1
19.539,0.0589,-0.0248,0.9922,-7.68,4.27,1.65
19.559,0.0501,-0.0106,0.9932,-1.89,4.63,-0.43
19.579,0.0756,-0.0217,1.0136,1.16,-4.27,-1.4
19.599,0.0668,-0.0335,0.9926,0.12,-11.4,0.12
19.619,0.0565,-0.0617,0.9721,-0.55,-7.13,0.73
19.639,0.0448,-0.0438,1.0295,3.05,3.29,2.44
19.659,0.0435,-0.0248,1.0293,-2.01,-0.67,2.62
19.679,0.0454,-0.0223,1.0003,0.24,-1.46,0.91
19.699,0.0622,-0.0276,1.0096,2.5,0.37,0.55
19.719,0.0491,-0.0229,1.0082,-2.5,0.61,2.13
19.739,0.0475,-0.0292,0.9946,-4.63,-2.68,0.24
19.759,0.056,-0.0338,0.9941,-2.44,-0.79,-1.28
19.779,0.0514,-0.0235,0.9722,0.3,-3.41,-0.85
19.799,0.0719,-0.0319,1.0416,10.12,-1.95,-0.67
19.819,0.0607,-0.0372,1.0953,1.71,-2.74,0.91
19.839,0.047,-0.0339,1.0331,-10.79,-7.44,-0.06
19.859,0.0638,-0.036,0.9942,-5.98,-2.01,0.43
19.879,0.0353,-0.0429,1.0018,-2.93,2.13,1.83
19.899,0.0344,-0.046,1.0059,-0.73,0.24,-0.24
19.919,0.0386,-0.0523,0.9976,-2.13,1.34,-1.1
19.939,0.0714,-0.0582,0.9797,-5.12,0.37,-1.71
19.959,0.0953,-0.0608,0.9573,-5.37,-2.38,-1.34
19.979,0.0887,-0.062,0.9788,2.8,-2.99,0.0
19.999,0.0618,-0.0541,1.0306,7.01,-1.34,2.56
20.019,0.0832,-0.0099,1.035,1.16,0.18,-0.67
20.039,0.1141,0.0025,1.0471,0.18,2.74,-0.85
20.059,0.1006,-0.0042,1.0016,-5.73,-0.61,2.13
20.079,0.0784,-0.022,0.9573,-2.93,-1.83,3.78
20.099,0.0441,-0.0361,0.955,1.04,-0.61,4.51
20.119,0.0074,-0.0322,0.9665,0.67,-0.24,3.84
20.139,0.0185,-0.0206,0.9716,0.49,0.37,0.49
20.159,0.0163,-0.0156,0.9999,1.71,1.71,-2.32
20.179,0.0274,-0.0162,0.9929,-0.43,1.89,-4.94
20.199,0.0667,-0.027,1.0457,2.26,7.07,-4.39
20.219,0.0423,0.0148,1.0796,-1.22,2.44,0.98
20.239,0.0375,-0.0089,1.1049,4.51,-1.95,3.41
20.259,0.0018,-0.0408,1.0674,-4.33,-3.48,-0.67
20.279,-0.0262,-0.0596,0.9797,-11.65,-0.91,-4.09
20.299,-0.0014,-0.0403,0.9116,-12.93,4.88,-9.57
20.319,0.0368,-0.033,0.9098,-11.28,17.2,-15.49
20.339,0.0768,-0.0125,0.9485,-4.39,27.99,-17.44
20.359,0.0815,-0.0169,0.9627,0.3,31.77,-17.2
20.379,0.1104,-0.0159,1.0567,5.0,30.3,-11.59
20.399,0.0694,0.0003,1.0664,0.61,9.57,-3.9
20.419,0.0593,-0.0503,1.0472,6.52,-11.83,-0.61
20.439,0.0381,-0.0711,1.0507,8.9,-16.89,3.6
20.459,-0.0277,-0.0712,0.9846,-2.13,-15.12,3.35
20.479,0.0317,-0.0515,0.9715,0.37,4.76,-1.65
20.499,0.0509,-0.0221,1.0047,4.88,12.13,0.73
20.519,0.0632,-0.0168,1.0336,3.96,-0.37,1.52
20.539,0.0305,-0.021,1.0349,3.41,-4.82,3.78
20.559,-0.0076,-0.0162,1.0176,-2.99,-6.59,1.95
20.579,-0.0056,-0.0255,0.9668,-4.39,-5.18,-2.93
20.599,0.043,-0.043,0.978,3.35,4.27,-2.13
20.619,0.0329,-0.0361,0.9794,5.18,-1.65,1.04
20.639,-0.007,-0.0463,0.9545,5.18,-9.33,-0.43
20.659,0.0052,-0.0503,0.9911,7.44,-0.85,-1.59
20.679,0.011,-0.0358,0.9951,3.78,0.43,-0.55
20.699,0.0722,-0.0101,1.038,9.82,-1.89,-2.07
20.719,0.0487,-0.0076,1.0486,6.83,2.44,0.06
20.739,0.0256,0.004,1.0532,4.94,6.28,-0.85
20.759,-0.0172,-0.0421,1.0712,-2.68,-3.11,-6.46
20.779,0.0687,0.001,1.0203,-22.8,-7.01,-6.52
20.799,0.0929,-0.0037,0.988,-12.56,-7.26,-6.83
20.819,0.0793,-0.0084,0.9769,-2.8,-7.5,-1.83
20.839,0.0333,-0.0374,0.9811,5.43,-2.5,1.95
20.859,0.0041,-0.0338,1.0027,4.09,1.46,3.54
20.879,0.0024,-0.0269,1.0067,4.51,3.78,1.28
20.899,0.0211,-0.0326,1.0264,2.26,-3.23,0.18
20.919,0.0289,-0.0182,1.0072,-2.01,-4.09,2.56
20.939,0.0461,-0.0154,1.0262,5.24,-0.49,3.9
20.959,0.0297,-0.0003,1.0024,2.62,-1.89,4.88
20.979,0.0262,-0.0007,1.0,6.59,-0.55,1.28
20.999,0.0207,-0.0081,1.0295,4.02,7.32,0.61
21.019,0.0555,-0.0062,1.0147,-2.07,-1.22,-0.85
21.039,0.066,-0.0096,0.9894,-3.78,-12.13,0.55
21.059,0.0267,-0.0162,0.9708,3.78,-9.33,0.85
21.079,0.0306,-0.0226,0.9977,6.65,-9.09,0.37
21.099,0.014,-0.023,0.9516,2.62,-5.37,0.18
21.119,0.0479,-0.0209,0.9857,9.82,8.96,-1.71
21.139,0.0704,0.0173,1.0243,7.56,8.96,0.06
21.159,0.0828,0.0238,1.0803,7.74,1.59,3.54
21.179,0.0251,0.0041,1.0506,1.83,-2.8,4.45
21.199,0.0195,0.0037,1.0112,-8.6,-3.11,0.37
21.219,0.0406,-0.011,0.9657,-2.13,0.79,-1.4
21.239,0.0324,-0.0126,0.9745,4.02,3.05,-0.37
21.259,0.0504,-0.0038,1.0099,4.27,-2.13,-0.98
21.279,0.0372,-0.0153,1.0511,-9.7,-5.18,0.24
21.299,0.0322,0.0053,0.9938,-8.35,-6.46,0.12
21.319,0.0452,-0.011,1.0056,-7.87,-2.56,-1.04
21.339,0.0151,-0.024,0.9789,-6.52,6.28,1.46
21.359,0.0579,-0.0036,0.9582,-8.48,13.96,0.61
21.379,0.0283,-0.0187,1.0175,-13.54,13.41,2.8
21.399,0.0366,-0.0081,1.0947,-10.61,5.98,1.28
21.419,0.0114,-0.0118,1.0007,-1.4,-4.02,-0.3
21.439,0.0282,-0.015,0.9741,-4.51,-5.79,1.22
21.459,0.0579,-0.0296,0.9975,-8.66,-4.82,-1.95
21.479,0.0519,-0.0396,1.0035,-10.43,-4.7,-0.37
21.499,0.0307,-0.0126,0.966,-7.74,9.51,0.24
21.519,0.0266,-0.045,1.0315,-7.68,16.77,3.23
21.539,0.0173,-0.0344,1.02,-7.32,8.35,1.83
21.559,0.0357,-0.0375,1.0001,-7.56,3.78,0.73
21.579,0.0018,-0.0452,1.029,-5.67,7.38,0.18
21.599,0.0099,-0.0371,1.0244,-5.24,1.16,1.71
21.619,0.0168,-0.0368,0.9958,-5.79,-1.77,1.28
21.639,0.0144,-0.0392,0.9954,-6.4,3.78,-0.98
21.659,0.0397,-0.0476,0.9965,-10.73,6.65,-3.66
21.679,0.021,-0.0702,1.0419,-11.83,7.38,-1.28
21.699,0.0063,-0.0552,1.0062,-6.04,5.73,-1.65
21.719,0.0027,-0.0441,0.9822,-6.1,12.01,2.68
21.739,0.0097,-0.0516,0.9752,-11.4,16.59,4.51
21.759,0.0044,-0.0616,0.9919,-19.76,13.96,2.87
21.779,-0.0151,-0.0963,1.1374,-19.7,3.78,-0.73
21.799,-0.017,-0.0667,1.012,-4.76,-9.21,-4.88
21.819,-0.0159,-0.0792,1.0181,0.73,3.41,0.67
21.839,-0.0062,-0.0757,0.9889,-0.91,-0.79,2.38
21.859,0.0173,-0.069,1.0226,-3.41,-0.73,-1.95
21.879,-0.0045,-0.0751,1.011,-1.89,-1.52,-4.51
21.899,-0.0073,-0.0856,1.0142,-1.77,-0.43,-0.91
21.919,-0.0106,-0.0681,1.0064,-1.65,-1.28,-1.22
21.939,0.0087,-0.0951,1.0292,-1.65,-1.77,-1.89
21.959,0.0082,-0.082,1.0234,3.29,0.43,-0.67
21.979,-0.0199,-0.0675,0.9994,6.28,2.32,0.55
21.999,0.0036,-0.0526,1.006,1.28,-2.32,0.24
22.019,0.0087,-0.0607,1.0122,2.62,0.49,-0.49
22.039,-0.0274,-0.0519,1.0276,4.76,-1.77,0.3
22.059,-0.0311,-0.0375,0.9962,0.55,-8.9,-2.8
22.079,0.0129,-0.0876,1.0713,6.95,-5.55,-7.99
22.099,-0.0051,-0.0574,0.9725,9.27,-6.28,-3.41
22.119,0.0277,-0.0374,0.961,-7.93,-2.62,2.68
22.139,0.0305,-0.0613,0.9796,2.32,0.79,1.59
22.159,0.0127,-0.0752,1.0782,2.56,6.89,1.77
22.179,0.0468,-0.0496,1.0899,2.87,3.17,1.46
22.199,0.02,-0.0292,1.0538,-16.46,-5.12,5.3
22.219,-0.0018,-0.0269,1.0143,-12.5,-0.98,4.45
22.239,0.0102,-0.0792,1.0037,-6.65,5.55,4.51
22.259,-0.0273,-0.0826,0.9788,-8.84,-7.68,-0.91
22.279,-0.0091,-0.0949,0.9525,-8.41,-17.87,-3.48
22.299,0.0179,-0.0453,1.0031,-2.44,-5.73,-4.82
22.319,0.0536,-0.0485,1.0021,-1.89,-3.72,-1.83
22.339,0.0275,-0.0774,0.9991,-3.54,-3.9,2.38
22.359,-0.0422,-0.078,0.9502,-4.33,-4.57,0.37
22.379,0.0032,-0.0891,0.9179,-4.21,-0.37,-2.87
22.399,-0.0029,-0.0807,0.9101,-0.61,3.48,0.0
22.419,-0.0176,-0.0764,0.9284,5.49,-0.49,-1.46
22.439,-0.0019,-0.0569,0.9904,13.35,3.41,-1.83
22.459,-0.0333,-0.1503,1.3979,-43.96,14.09,6.89
22.479,-0.0289,-0.0629,1.005,-7.8,-11.04,-11.34
22.499,0.0551,-0.0347,1.0506,-7.26,0.49,-5.98
22.519,0.0643,-0.0672,1.0591,11.34,-3.17,-2.38
22.539,0.0365,-0.1136,1.0624,16.34,-11.77,2.2
22.559,-0.0089,-0.0817,0.9705,-5.18,-18.11,3.41
22.579,0.0016,-0.0921,0.9799,-5.73,-5.67,-0.18
22.599,0.0006,-0.0728,0.9915,3.35,7.01,-3.11
22.619,0.0297,-0.0688,1.0111,-2.32,13.9,-2.32
22.639,0.0469,-0.0504,1.0303,-0.79,7.32,-0.37
22.659,0.0034,-0.0709,1.0498,0.61,-3.9,-0.98
22.679,-0.0157,-0.0809,1.0632,-2.2,-7.07,-1.59
22.699,0.0148,-0.0758,1.0222,-8.96,-5.98,-4.27
22.719,0.0258,-0.0707,1.0392,-9.15,-4.63,-5.49
22.739,0.0448,-0.061,0.9861,-13.05,-0.79,-2.93
22.759,0.0232,-0.0647,0.9855,-5.61,2.01,-2.32
22.779,0.0477,-0.0751,0.9699,-3.6,-1.95,-1.65
22.799,0.0433,-0.0704,0.9542,-0.61,0.61,0.06
22.819,0.011,-0.0834,1.0345,2.38,2.56,2.93
22.839,-0.0283,-0.0709,1.0021,-5.98,-9.33,-1.04
22.859,-0.0151,-0.0724,1.0243,-6.04,-10.3,-6.77
22.879,-0.0082,-0.0634,0.9787,-8.96,-5.73,-8.05
22.899,0.0577,-0.0695,0.9791,-7.32,-6.71,-12.26
22.919,0.0879,-0.0624,0.9554,-5.61,-12.26,-11.59
22.939,0.0679,-0.0795,0.9668,-3.17,-13.84,-10.98
22.959,0.0866,-0.1095,1.0057,0.73,-8.6,-10.3
22.979,0.0536,-0.1169,1.0475,-5.91,-1.77,-7.93
22.999,0.0334,-0.1097,1.0168,-12.32,-2.99,-9.7
23.019,0.0391,-0.13,0.9956,-10.73,-2.5,-9.94
23.039,0.0922,-0.1447,1.0082,-5.12,0.98,-8.48
23.059,0.0928,-0.1343,1.0001,-5.18,0.0,-1.4
23.079,0.0615,-0.1419,1.059,1.95,1.52,1.71
23.099,0.0103,-0.1395,1.0956,0.55,2.74,4.82
23.119,0.0007,-0.1298,1.0587,-2.99,-2.38,2.44
23.139,0.0389,-0.135,1.0836,1.4,2.38,-0.55
23.159,0.0001,-0.1042,1.0673,-3.66,-0.55,-0.49
23.179,0.0161,-0.1262,1.0778,-10.85,-6.4,-5.43
23.199,0.0306,-0.0928,1.0021,-16.65,-4.02,-5.37
23.219,0.0283,-0.1237,0.9705,-11.95,-3.29,-5.12
23.239,0.0295,-0.1357,0.9984,-6.59,0.49,-5.43
23.259,-0.0012,-0.1334,1.0028,-13.11,3.05,-5.85
23.279,0.0228,-0.1339,1.0044,-13.96,-0.37,-9.63
23.299,0.0646,-0.1373,0.9959,-15.55,-0.18,-7.2
23.319,0.0876,-0.1208,0.9692,-15.49,-0.49,-1.95
23.339,0.0632,-0.1439,0.9748,-5.61,-1.52,-0.91
23.359,0.0419,-0.1556,1.0285,-6.46,0.49,-0.37
23.379,0.0624,-0.1282,0.9879,-13.66,2.74,-1.89
23.399,0.0972,-0.1218,1.0079,-9.57,10.91,0.85
23.419,0.0549,-0.126,1.0222,-3.9,11.65,-0.67
23.439,0.0942,-0.1478,1.0281,-7.07,1.59,-1.22
23.459,0.0255,-0.1361,0.9844,-13.78,-3.48,2.38
23.479,0.064,-0.135,0.9184,-13.29,-3.29,-3.35
23.499,0.0682,-0.1428,0.9045,-2.38,3.78,-1.71
23.519,0.0499,-0.1614,0.942,5.06,2.68,-1.65
23.539,0.0389,-0.194,0.955,8.17,0.06,-2.87
23.559,0.075,-0.2045,0.9974,8.35,-1.59,-4.76
23.579,0.0383,-0.1957,1.0348,7.38,-4.94,-5.43
23.599,-0.0231,-0.196,1.0742,5.0,-9.09,-8.72
23.619,-0.0398,-0.1596,1.0632,0.37,-5.18,-13.17
23.639,-0.0815,-0.1583,0.9723,-10.91,13.9,-13.72
23.659,-0.0314,-0.1578,0.9367,-5.91,29.39,-18.72
23.679,0.0113,-0.1282,0.9457,2.44,23.29,-16.4
23.699,0.0793,-0.1606,0.9938,14.09,2.44,-10.79
23.719,0.0757,-0.1503,0.9711,6.52,-15.91,-2.44
23.739,0.0247,-0.1473,0.8918,-0.85,-17.44,1.34
23.759,-0.0874,-0.1829,0.9969,18.17,2.2,3.41
23.779,-0.0704,-0.2096,1.0574,14.15,2.26,-5.98
23.799,0.0256,-0.1956,1.1149,12.62,-8.54,-10.3
23.819,0.0261,-0.1705,1.0663,7.13,-12.68,-9.88
23.839,0.1283,-0.1743,1.0939,12.99,-6.83,-10.55
23.859,0.1823,-0.1739,1.1306,13.17,-0.43,-5.73
23.879,0.0817,-0.1558,1.0502,-3.9,4.09,3.35
23.899,0.0584,-0.1896,1.0147,-4.88,5.73,7.68
23.919,-0.0287,-0.2051,0.9886,-5.12,4.15,9.21
23.939,-0.035,-0.1929,0.9551,-0.73,-5.06,-2.44
23.959,0.0222,-0.1622,1.0464,10.85,7.56,-2.56
23.979,0.0514,-0.1487,1.1013,10.12,14.39,3.41
23.999,0.0508,-0.1268,1.074,3.54,1.16,7.44
24.019,0.0522,-0.1637,1.0222,-2.2,-7.32,14.57
24.039,0.0515,-0.1526,1.0267,-2.5,-6.46,7.32
24.059,0.0753,-0.1524,0.9905,-2.8,-1.22,3.23
24.079,0.1115,-0.1595,1.0316,-0.85,3.29,5.98
24.099,0.0558,-0.1748,1.0389,-3.23,0.85,13.96
24.119,-0.0144,-0.1547,0.9543,-13.23,-0.49,26.16
24.139,-0.0526,-0.1276,0.9708,-2.5,-1.83,14.63
24.159,-0.0137,-0.0943,0.9683,8.23,3.72,4.09
24.179,0.0721,-0.125,1.0411,13.41,10.61,5.79
24.199,0.0256,-0.1494,1.0718,9.45,11.95,9.7
24.219,0.0066,-0.2723,1.0416,1.71,-1.77,4.27
24.239,0.043,-0.3867,1.0138,-11.71,-7.5,10.18
24.259,-0.0469,-0.4182,0.9196,-19.45,-4.63,12.62
24.279,-0.0615,-0.4585,0.8889,-13.78,-1.77,5.0
24.299,-0.041,-0.3912,0.9379,-2.87,9.76,4.09
24.319,0.0041,-0.373,1.0694,2.5,14.09,-2.13
24.339,0.049,-0.3173,1.0413,-11.95,3.05,-0.67
24.359,0.0544,-0.2736,1.0555,-10.67,0.98,3.78
24.379,-0.017,-0.2381,1.0411,-8.17,5.43,5.98
24.399,-0.0037,-0.2147,1.0545,-1.89,7.5,-5.18
24.419,0.0641,-0.2469,1.0748,-3.9,9.82,-2.74
24.439,-0.0054,-0.1821,0.9514,-19.94,6.1,7.93
24.459,-0.0081,-0.168,0.9838,-6.52,2.74,9.33
24.479,0.0275,-0.1862,0.9897,2.38,2.56,4.51
24.499,0.0821,-0.1781,1.0441,2.87,3.72,4.33
24.519,0.0602,-0.1983,1.1313,3.11,11.4,7.32
24.539,-0.042,-0.1712,1.0748,-13.78,8.17,9.82
24.559,-0.0632,-0.2145,1.0482,-15.3,5.12,5.18
24.579,-0.0554,-0.2277,0.9489,-15.3,6.22,0.67
24.599,-0.0847,-0.174,0.9523,-2.2,10.37,-2.44
24.619,-0.0881,-0.191,0.996,9.39,4.7,-12.01
